subscription_id,user_id,plan_type,monthly_revenue,tenure_months,is_churned,internet_service,total_revenue
telco_1985,1985,Month-to-month,90.9,14,1,Fiber optic,1259.0
telco_1986,1986,Month-to-month,29.2,12,1,DSL,309.1
telco_1987,1987,Two year,93.3,69,0,Fiber optic,6398.05
telco_1988,1988,Month-to-month,89.15,25,1,Fiber optic,2257.75
telco_1989,1989,One year,108.85,58,1,Fiber optic,6287.25
telco_1990,1990,Two year,46.35,35,0,DSL,1662.05
telco_1991,1991,Month-to-month,84.75,16,1,Fiber optic,1350.15
telco_1992,1992,One year,78.75,45,0,DSL,3600.65
telco_1993,1993,Month-to-month,83.55,17,0,Fiber optic,1329.15
telco_1994,1994,Month-to-month,45.7,1,1,DSL,45.7
telco_1995,1995,One year,19.6,22,0,No,422.5
telco_1996,1996,Month-to-month,69.95,1,1,Fiber optic,69.95
telco_1997,1997,Two year,67.85,67,0,DSL,4627.65
telco_1998,1998,Two year,105.65,67,0,Fiber optic,6717.9
telco_1999,1999,Month-to-month,44.6,2,1,DSL,97.1
telco_2000,2000,Month-to-month,74.95,23,1,Fiber optic,1710.45
telco_2001,2001,Month-to-month,75.5,9,0,Fiber optic,637.4
telco_2002,2002,Month-to-month,20.15,5,0,No,117.95
telco_2003,2003,Two year,45.2,54,0,DSL,2460.55
telco_2004,2004,Two year,95.25,57,1,Fiber optic,5464.65
telco_2005,2005,Month-to-month,89.85,24,1,Fiber optic,2165.05
telco_2006,2006,One year,100.45,49,1,Fiber optic,4941.8
telco_2007,2007,Month-to-month,47.15,5,1,DSL,223.15
telco_2008,2008,Month-to-month,80.2,2,1,Fiber optic,181.1
telco_2009,2009,Month-to-month,87.1,4,1,Fiber optic,341.45
telco_2010,2010,Two year,79.25,70,0,DSL,5731.85
telco_2011,2011,Month-to-month,75.9,5,1,Fiber optic,357.75
telco_2012,2012,Month-to-month,85.7,53,0,DSL,4616.1
telco_2013,2013,Month-to-month,98.75,47,1,Fiber optic,4533.7
telco_2014,2014,One year,20.1,31,0,No,589.25
telco_2015,2015,Month-to-month,61.8,13,0,DSL,750.1
telco_2016,2016,Month-to-month,49.9,28,0,DSL,1410.25
telco_2017,2017,Month-to-month,86.45,10,1,Fiber optic,830.85
telco_2018,2018,Two year,20.4,38,0,No,743.5
telco_2019,2019,Month-to-month,45.3,1,1,DSL,45.3
telco_2020,2020,One year,104.1,67,1,Fiber optic,7040.85
telco_2021,2021,One year,75.4,52,0,DSL,3865.45
telco_2022,2022,Two year,108.15,62,0,Fiber optic,6825.65
telco_2023,2023,Month-to-month,86.25,16,0,Fiber optic,1340.1
telco_2024,2024,Month-to-month,81.0,5,1,Fiber optic,371.65
telco_2025,2025,One year,95.7,12,0,Fiber optic,1184.0
telco_2026,2026,Two year,116.85,72,0,Fiber optic,8477.7
telco_2027,2027,One year,105.75,71,0,Fiber optic,7382.85
telco_2028,2028,One year,20.15,24,0,No,456.85
telco_2029,2029,Two year,19.6,15,0,No,331.6
telco_2030,2030,One year,90.6,67,1,Fiber optic,6056.15
telco_2031,2031,Month-to-month,60.95,2,0,DSL,134.6
telco_2032,2032,Month-to-month,25.05,5,0,DSL,125.5
telco_2033,2033,Month-to-month,88.15,15,1,Fiber optic,1390.6
telco_2034,2034,Month-to-month,20.2,1,1,No,20.2
telco_2035,2035,One year,60.3,41,0,DSL,2511.3
telco_2036,2036,Month-to-month,63.95,43,0,DSL,2737.05
telco_2037,2037,Month-to-month,74.3,1,0,Fiber optic,74.3
telco_2038,2038,Month-to-month,70.6,1,0,Fiber optic,70.6
telco_2039,2039,Month-to-month,90.8,26,1,Fiber optic,2361.8
telco_2040,2040,Month-to-month,79.35,22,1,Fiber optic,1730.35
telco_2041,2041,Two year,90.55,71,0,DSL,6404.0
telco_2042,2042,Two year,19.45,7,0,No,165.35
telco_2043,2043,Month-to-month,64.45,28,0,DSL,1867.6
telco_2044,2044,Month-to-month,69.65,16,0,Fiber optic,1043.3
telco_2045,2045,One year,19.5,7,0,No,128.6
telco_2046,2046,Two year,110.5,69,0,Fiber optic,7455.45
telco_2047,2047,Month-to-month,24.7,1,0,DSL,24.7
telco_2048,2048,Month-to-month,77.4,3,0,DSL,206.15
telco_2049,2049,Month-to-month,96.8,21,1,Fiber optic,2030.3
telco_2050,2050,Month-to-month,85.4,69,0,Fiber optic,5869.4
telco_2051,2051,Two year,47.6,71,0,DSL,3377.8
telco_2052,2052,Two year,19.4,69,0,No,1346.2
telco_2053,2053,Month-to-month,103.85,48,0,Fiber optic,4946.05
telco_2054,2054,Month-to-month,83.35,47,1,Fiber optic,4065.0
telco_2055,2055,Month-to-month,49.4,2,1,DSL,106.55
telco_2056,2056,Month-to-month,108.45,45,0,Fiber optic,4964.7
telco_2057,2057,Month-to-month,81.0,51,0,Fiber optic,4085.75
telco_2058,2058,Month-to-month,79.2,22,1,DSL,1742.75
telco_2059,2059,Two year,86.65,72,0,DSL,6224.8
telco_2060,2060,Month-to-month,92.95,37,0,Fiber optic,3415.25
telco_2061,2061,Two year,90.35,71,0,DSL,6325.25
telco_2062,2062,Month-to-month,48.7,7,1,DSL,340.25
telco_2063,2063,Two year,25.15,66,0,No,1683.6
telco_2064,2064,One year,76.4,51,0,DSL,3966.3
telco_2065,2065,One year,19.55,30,0,No,608.5
telco_2066,2066,Month-to-month,85.35,34,0,Fiber optic,2896.6
telco_2067,2067,Two year,24.8,64,0,No,1514.85
telco_2068,2068,One year,103.15,65,0,Fiber optic,6792.45
telco_2069,2069,Month-to-month,100.75,47,0,Fiber optic,4669.2
telco_2070,2070,Month-to-month,95.6,1,1,Fiber optic,95.6
telco_2071,2071,Month-to-month,59.75,49,1,DSL,2934.3
telco_2072,2072,Two year,94.1,67,0,Fiber optic,6302.8
telco_2073,2073,One year,19.35,39,0,No,779.2
telco_2074,2074,Month-to-month,19.9,14,0,No,283.75
telco_2075,2075,Month-to-month,108.15,43,1,Fiber optic,4600.7
telco_2076,2076,Month-to-month,101.05,56,0,Fiber optic,5594.0
telco_2077,2077,One year,59.1,14,0,DSL,772.85
telco_2078,2078,Month-to-month,71.35,1,1,Fiber optic,71.35
telco_2079,2079,One year,55.85,16,0,DSL,857.8
telco_2080,2080,Month-to-month,106.05,70,0,Fiber optic,7554.05
telco_2081,2081,Two year,84.1,72,0,DSL,5981.65
telco_2082,2082,Month-to-month,75.3,23,0,Fiber optic,1702.9
telco_2083,2083,Month-to-month,24.7,21,0,No,467.15
telco_2084,2084,Month-to-month,20.15,1,1,No,20.15
telco_2085,2085,Month-to-month,69.75,1,1,Fiber optic,69.75
telco_2086,2086,Month-to-month,93.2,32,1,Fiber optic,2931.0
telco_2087,2087,Month-to-month,80.85,17,1,Fiber optic,1400.85
telco_2088,2088,Month-to-month,33.65,4,1,DSL,137.85
telco_2089,2089,One year,55.8,36,0,DSL,1941.5
telco_2090,2090,Two year,39.7,50,0,DSL,1932.75
telco_2091,2091,Month-to-month,29.5,48,0,DSL,1423.05
telco_2092,2092,Two year,20.15,50,0,No,970.85
telco_2093,2093,Two year,79.55,72,0,DSL,5810.9
telco_2094,2094,Month-to-month,24.8,10,0,No,223.9
telco_2095,2095,Month-to-month,19.65,18,0,No,391.7
telco_2096,2096,Month-to-month,79.95,1,1,Fiber optic,79.95
telco_2097,2097,Month-to-month,19.3,1,1,No,19.3
telco_2098,2098,Month-to-month,94.05,9,0,Fiber optic,811.65
telco_2099,2099,Month-to-month,90.75,2,0,Fiber optic,174.75
telco_2100,2100,Month-to-month,78.85,40,0,Fiber optic,3126.85
telco_2101,2101,One year,99.5,69,0,Fiber optic,6841.45
telco_2102,2102,One year,99.2,37,1,Fiber optic,3754.6
telco_2103,2103,Month-to-month,80.55,18,0,Fiber optic,1406.65
telco_2104,2104,Month-to-month,70.2,11,0,Fiber optic,834.7
telco_2105,2105,Month-to-month,85.2,8,1,Fiber optic,627.4
telco_2106,2106,Month-to-month,75.25,3,1,Fiber optic,242.0
telco_2107,2107,One year,59.45,55,0,DSL,3157.0
telco_2108,2108,Month-to-month,93.35,33,0,Fiber optic,3092.0
telco_2109,2109,Month-to-month,44.95,46,0,DSL,2168.9
telco_2110,2110,Two year,26.1,34,0,No,980.35
telco_2111,2111,Month-to-month,20.2,3,0,No,65.95
telco_2112,2112,Two year,21.25,30,0,No,711.9
telco_2113,2113,One year,59.4,33,0,DSL,1952.8
telco_2114,2114,One year,95.0,45,0,Fiber optic,4368.85
telco_2115,2115,Month-to-month,61.9,40,0,DSL,2647.1
telco_2116,2116,Two year,118.65,71,0,Fiber optic,8477.6
telco_2117,2117,Month-to-month,54.35,1,1,DSL,54.35
telco_2118,2118,Two year,64.45,72,0,DSL,4528.0
telco_2119,2119,Month-to-month,80.15,22,0,Fiber optic,1790.65
telco_2120,2120,One year,20.2,46,0,No,845.6
telco_2121,2121,Two year,21.0,55,0,No,1210.3
telco_2122,2122,Month-to-month,20.45,1,0,No,20.45
telco_2123,2123,One year,75.85,12,0,DSL,854.45
telco_2124,2124,Month-to-month,80.45,31,0,Fiber optic,2429.1
telco_2125,2125,Month-to-month,24.95,5,1,DSL,100.4
telco_2126,2126,Two year,75.5,67,0,DSL,5229.45
telco_2127,2127,Month-to-month,44.45,1,0,DSL,44.45
telco_2128,2128,One year,42.35,40,1,DSL,1716.45
telco_2129,2129,Month-to-month,74.55,41,0,DSL,3023.55
telco_2130,2130,Month-to-month,75.3,1,1,Fiber optic,75.3
telco_2131,2131,One year,94.8,51,1,Fiber optic,4837.6
telco_2132,2132,Two year,48.15,42,0,DSL,2032.3
telco_2133,2133,One year,19.65,23,0,No,436.9
telco_2134,2134,Month-to-month,70.55,1,1,Fiber optic,70.55
telco_2135,2135,Month-to-month,20.15,1,0,No,20.15
telco_2136,2136,Month-to-month,106.6,56,0,Fiber optic,5893.95
telco_2137,2137,Month-to-month,91.0,15,0,Fiber optic,1430.05
telco_2138,2138,Two year,25.4,12,0,No,313.0
telco_2139,2139,Two year,69.95,54,0,DSL,3871.85
telco_2140,2140,Month-to-month,66.85,7,0,DSL,458.1
telco_2141,2141,Month-to-month,86.15,33,1,Fiber optic,2745.7
telco_2142,2142,Month-to-month,20.15,16,0,No,341.35
telco_2143,2143,One year,64.85,21,0,DSL,1336.8
telco_2144,2144,Two year,74.85,30,0,DSL,2181.75
telco_2145,2145,Month-to-month,50.5,3,0,DSL,147.75
telco_2146,2146,Month-to-month,72.9,11,0,Fiber optic,818.45
telco_2147,2147,One year,115.05,62,0,Fiber optic,7133.45
telco_2148,2148,Month-to-month,19.0,18,0,No,348.8
telco_2149,2149,Month-to-month,19.55,6,0,No,128.6
telco_2150,2150,One year,101.1,46,0,Fiber optic,4674.4
telco_2151,2151,Month-to-month,84.1,21,0,Fiber optic,1737.45
telco_2152,2152,Two year,24.15,68,0,No,1498.85
telco_2153,2153,Month-to-month,50.1,1,0,DSL,50.1
telco_2154,2154,Month-to-month,74.6,25,0,Fiber optic,1797.75
telco_2155,2155,Two year,19.75,24,0,No,498.1
telco_2156,2156,Month-to-month,85.0,30,1,Fiber optic,2624.25
telco_2157,2157,Month-to-month,80.55,2,1,Fiber optic,184.1
telco_2158,2158,One year,106.8,51,0,Fiber optic,5498.8
telco_2159,2159,Two year,84.5,57,0,DSL,4845.4
telco_2160,2160,Two year,25.05,15,0,No,369.1
telco_2161,2161,Two year,83.7,72,0,DSL,6096.9
telco_2162,2162,Month-to-month,75.8,2,1,Fiber optic,160.75
telco_2163,2163,Month-to-month,96.6,28,0,Fiber optic,2684.35
telco_2164,2164,Month-to-month,98.5,29,1,Fiber optic,3004.15
telco_2165,2165,Two year,101.1,70,0,Fiber optic,6994.8
telco_2166,2166,One year,20.2,13,0,No,273.25
telco_2167,2167,One year,94.05,59,0,Fiber optic,5483.9
telco_2168,2168,Month-to-month,95.25,13,1,Fiber optic,1233.65
telco_2169,2169,Month-to-month,74.4,7,1,Fiber optic,527.9
telco_2170,2170,Two year,81.0,62,0,DSL,4985.9
telco_2171,2171,One year,60.25,21,0,DSL,1258.35
telco_2172,2172,Month-to-month,60.85,2,0,DSL,111.4
telco_2173,2173,Month-to-month,43.95,1,0,DSL,43.95
telco_2174,2174,Month-to-month,86.05,4,0,Fiber optic,308.1
telco_2175,2175,One year,20.25,19,0,No,383.65
telco_2176,2176,Month-to-month,85.15,30,1,Fiber optic,2555.9
telco_2177,2177,Two year,19.4,67,0,No,1284.2
telco_2178,2178,Two year,102.65,72,0,Fiber optic,7550.3
telco_2179,2179,Two year,19.9,53,0,No,1110.05
telco_2180,2180,One year,19.55,5,0,No,99.6
telco_2181,2181,Two year,95.5,71,0,Fiber optic,6707.15
telco_2182,2182,One year,84.15,50,0,DSL,4164.4
telco_2183,2183,Two year,103.2,56,0,Fiber optic,5873.75
telco_2184,2184,Month-to-month,50.2,2,0,DSL,109.25
telco_2185,2185,Month-to-month,88.55,2,1,Fiber optic,179.25
telco_2186,2186,Month-to-month,54.75,24,1,DSL,1338.15
telco_2187,2187,Two year,19.95,46,0,No,862.4
telco_2188,2188,Two year,116.25,71,0,Fiber optic,8564.75
telco_2189,2189,Month-to-month,31.2,29,0,DSL,926.2
telco_2190,2190,Two year,24.45,69,0,No,1718.2
telco_2191,2191,Two year,84.2,71,0,DSL,5956.85
telco_2192,2192,Month-to-month,91.3,1,1,Fiber optic,91.3
telco_2193,2193,Two year,85.65,56,0,DSL,4824.45
telco_2194,2194,One year,21.2,56,0,No,1238.65
telco_2195,2195,Month-to-month,79.5,1,1,Fiber optic,79.5
telco_2196,2196,One year,25.55,28,0,No,672.2
telco_2197,2197,Month-to-month,20.2,19,0,No,382.2
telco_2198,2198,Month-to-month,63.85,66,0,DSL,4264.6
telco_2199,2199,One year,61.95,17,0,DSL,1070.7
telco_2200,2200,Two year,25.75,52,0,No,1345.85
telco_2201,2201,One year,58.2,19,0,DSL,1045.25
telco_2202,2202,One year,85.85,36,0,DSL,3003.55
telco_2203,2203,Month-to-month,70.1,7,1,Fiber optic,467.55
telco_2204,2204,One year,104.9,72,0,Fiber optic,7537.5
telco_2205,2205,One year,111.3,67,1,Fiber optic,7482.1
telco_2206,2206,One year,99.85,34,0,Fiber optic,3343.15
telco_2207,2207,Month-to-month,95.25,57,1,Fiber optic,5427.05
telco_2208,2208,Month-to-month,86.25,7,1,Fiber optic,587.1
telco_2209,2209,Month-to-month,100.8,1,1,Fiber optic,100.8
telco_2210,2210,Month-to-month,19.55,8,0,No,161.15
telco_2211,2211,Two year,104.0,69,0,Fiber optic,7028.5
telco_2212,2212,One year,104.4,50,0,Fiber optic,5232.9
telco_2213,2213,One year,19.5,10,0,No,225.85
telco_2214,2214,Two year,25.25,12,0,No,274.7
telco_2215,2215,Month-to-month,86.3,14,1,Fiber optic,1180.95
telco_2216,2216,Two year,49.85,70,0,DSL,3370.2
telco_2217,2217,Month-to-month,108.95,64,0,Fiber optic,7111.3
telco_2218,2218,Two year,89.9,66,0,DSL,5958.85
telco_2219,2219,Two year,82.0,71,0,DSL,5999.85
telco_2220,2220,Month-to-month,89.95,20,0,Fiber optic,1648.45
telco_2221,2221,Two year,79.35,72,0,DSL,5753.25
telco_2222,2222,Two year,64.05,71,0,DSL,4492.9
telco_2223,2223,Month-to-month,101.15,38,0,Fiber optic,3956.7
telco_2224,2224,Month-to-month,89.95,28,1,Fiber optic,2625.55
telco_2225,2225,Month-to-month,76.45,17,1,Fiber optic,1233.4
telco_2226,2226,One year,39.1,33,0,DSL,1309.0
telco_2227,2227,Two year,34.6,23,0,DSL,813.45
telco_2228,2228,One year,19.55,58,0,No,1108.8
telco_2229,2229,Two year,104.45,70,0,Fiber optic,7349.35
telco_2230,2230,Month-to-month,70.5,4,0,Fiber optic,294.2
telco_2231,2231,Two year,20.35,45,0,No,929.2
telco_2232,2232,Month-to-month,70.0,10,1,Fiber optic,740.0
telco_2233,2233,Two year,19.45,36,0,No,754.5
telco_2234,2234,Month-to-month,69.9,54,0,DSL,3883.3
telco_2235,2235,Two year,59.7,23,0,DSL,1414.2
telco_2236,2236,One year,78.35,41,0,DSL,3211.2
telco_2237,2237,Month-to-month,71.45,5,0,Fiber optic,371.6
telco_2238,2238,One year,45.85,27,0,DSL,1246.4
telco_2239,2239,Month-to-month,95.85,1,0,Fiber optic,95.85
telco_2240,2240,Two year,35.7,67,0,DSL,2545.7
telco_2241,2241,Two year,89.55,72,0,DSL,6448.85
telco_2242,2242,Two year,24.95,56,0,No,1468.9
telco_2243,2243,One year,24.85,44,0,No,1013.6
telco_2244,2244,Month-to-month,100.8,66,0,Fiber optic,6690.75
telco_2245,2245,One year,64.4,34,1,DSL,2088.75
telco_2246,2246,Two year,105.35,69,0,Fiber optic,7240.65
telco_2247,2247,Month-to-month,102.45,1,1,Fiber optic,102.45
telco_2248,2248,Two year,19.65,40,0,No,830.25
telco_2249,2249,Month-to-month,54.45,30,0,DSL,1588.7
telco_2250,2250,Month-to-month,70.5,11,0,DSL,829.3
telco_2251,2251,One year,20.1,15,0,No,302.45
telco_2252,2252,Month-to-month,69.35,11,0,DSL,712.25
telco_2253,2253,One year,19.8,64,0,No,1336.65
telco_2254,2254,Two year,74.4,72,0,DSL,5360.75
telco_2255,2255,Two year,93.05,72,0,Fiber optic,6735.05
telco_2256,2256,Month-to-month,51.2,1,0,DSL,51.2
telco_2257,2257,One year,65.6,15,0,DSL,1010.0
telco_2258,2258,One year,80.55,60,0,DSL,4847.05
telco_2259,2259,One year,52.7,56,0,DSL,3019.7
telco_2260,2260,Two year,20.85,8,0,No,161.65
telco_2261,2261,Month-to-month,80.1,3,1,Fiber optic,217.55
telco_2262,2262,Month-to-month,52.15,49,0,DSL,2583.75
telco_2263,2263,Month-to-month,80.2,2,1,Fiber optic,146.05
telco_2264,2264,Month-to-month,98.15,6,1,Fiber optic,567.45
telco_2265,2265,Two year,114.95,70,0,Fiber optic,7711.25
telco_2266,2266,Month-to-month,112.95,12,1,Fiber optic,1384.75
telco_2267,2267,One year,104.45,52,0,Fiber optic,5481.25
telco_2268,2268,Two year,113.65,72,0,Fiber optic,8124.2
telco_2269,2269,Two year,20.6,40,0,No,827.3
telco_2270,2270,Month-to-month,70.9,1,1,Fiber optic,70.9
telco_2271,2271,Month-to-month,86.85,3,1,Fiber optic,220.95
telco_2272,2272,Month-to-month,91.55,40,0,Fiber optic,3673.6
telco_2273,2273,Month-to-month,49.85,1,0,DSL,49.85
telco_2274,2274,One year,19.8,30,0,No,576.65
telco_2275,2275,Month-to-month,99.85,23,1,Fiber optic,2331.3
telco_2276,2276,Month-to-month,74.5,1,1,Fiber optic,74.5
telco_2277,2277,Month-to-month,104.15,44,0,Fiber optic,4495.65
telco_2278,2278,Month-to-month,109.15,65,1,Fiber optic,6941.2
telco_2279,2279,Month-to-month,48.2,7,0,DSL,340.35
telco_2280,2280,Two year,25.1,72,0,No,1789.9
telco_2281,2281,Month-to-month,100.15,8,0,Fiber optic,908.55
telco_2282,2282,Month-to-month,65.2,16,1,DSL,1043.35
telco_2283,2283,Month-to-month,99.5,66,1,Fiber optic,6822.15
telco_2284,2284,Month-to-month,71.55,1,1,Fiber optic,71.55
telco_2285,2285,Month-to-month,55.9,3,0,DSL,157.55
telco_2286,2286,Month-to-month,93.9,53,1,Fiber optic,5029.2
telco_2287,2287,Month-to-month,64.4,8,0,DSL,581.7
telco_2288,2288,Two year,108.4,69,1,Fiber optic,7318.2
telco_2289,2289,Month-to-month,85.3,5,0,Fiber optic,420.45
telco_2290,2290,Two year,107.45,72,0,Fiber optic,7576.7
telco_2291,2291,Month-to-month,48.75,13,1,DSL,633.4
telco_2292,2292,Month-to-month,85.65,4,1,Fiber optic,321.65
telco_2293,2293,Two year,91.3,54,0,DSL,4965.0
telco_2294,2294,Two year,85.95,72,0,DSL,6151.9
telco_2295,2295,Month-to-month,106.7,12,1,Fiber optic,1253.9
telco_2296,2296,Month-to-month,25.15,1,1,DSL,25.15
telco_2297,2297,Month-to-month,45.2,1,0,DSL,45.2
telco_2298,2298,One year,110.35,54,1,Fiber optic,5893.15
telco_2299,2299,Two year,79.2,69,0,Fiber optic,5420.65
telco_2300,2300,Two year,55.5,48,0,DSL,2627.35
telco_2301,2301,One year,103.25,48,1,Fiber optic,5037.55
telco_2302,2302,Month-to-month,90.25,8,0,Fiber optic,743.75
telco_2303,2303,Two year,91.25,71,0,DSL,6589.6
telco_2304,2304,Month-to-month,47.8,2,1,DSL,92.45
telco_2305,2305,One year,100.9,67,0,Fiber optic,6733.15
telco_2306,2306,Month-to-month,97.7,34,0,Fiber optic,3410.0
telco_2307,2307,Month-to-month,69.85,3,0,Fiber optic,199.85
telco_2308,2308,One year,65.6,9,0,DSL,593.3
telco_2309,2309,One year,104.65,71,0,Fiber optic,7288.4
telco_2310,2310,Two year,90.45,57,0,Fiber optic,5229.8
telco_2311,2311,Two year,63.7,72,0,DSL,4464.8
telco_2312,2312,Month-to-month,104.5,48,0,Fiber optic,5068.05
telco_2313,2313,One year,20.1,18,0,No,401.85
telco_2314,2314,One year,104.3,43,0,Fiber optic,4451.85
telco_2315,2315,Two year,93.25,72,0,DSL,6688.95
telco_2316,2316,One year,73.45,35,0,DSL,2661.1
telco_2317,2317,Month-to-month,20.7,4,0,No,73.05
telco_2318,2318,Two year,25.25,49,0,No,1211.65
telco_2319,2319,Two year,100.5,71,0,Fiber optic,7030.65
telco_2320,2320,Month-to-month,90.6,11,0,Fiber optic,1020.2
telco_2321,2321,Two year,89.4,63,0,DSL,5597.65
telco_2322,2322,Month-to-month,95.45,65,0,Fiber optic,6223.3
telco_2323,2323,Two year,20.45,49,0,No,1024.65
telco_2324,2324,Month-to-month,98.6,29,1,Fiber optic,2933.2
telco_2325,2325,Month-to-month,83.05,15,1,Fiber optic,1258.3
telco_2326,2326,Month-to-month,19.95,4,0,No,82.9
telco_2327,2327,One year,109.15,72,0,Fiber optic,7789.6
telco_2328,2328,Month-to-month,85.7,26,0,Fiber optic,2067.0
telco_2329,2329,Month-to-month,102.05,35,0,Fiber optic,3452.55
telco_2330,2330,One year,94.7,57,0,Fiber optic,5468.95
telco_2331,2331,Month-to-month,64.4,28,0,DSL,1802.15
telco_2332,2332,One year,26.8,25,0,No,733.55
telco_2333,2333,One year,66.05,47,0,DSL,3021.45
telco_2334,2334,Month-to-month,65.2,57,0,DSL,3687.85
telco_2335,2335,Month-to-month,85.05,16,0,Fiber optic,1391.15
telco_2336,2336,Month-to-month,55.8,5,0,DSL,274.35
telco_2337,2337,Month-to-month,70.4,17,1,Fiber optic,1214.05
telco_2338,2338,One year,104.75,56,1,Fiber optic,5510.65
telco_2339,2339,Two year,19.95,72,0,No,1322.85
telco_2340,2340,Month-to-month,94.25,21,1,Fiber optic,1973.75
telco_2341,2341,One year,45.0,48,0,DSL,2196.3
telco_2342,2342,Two year,114.9,68,0,Fiber optic,7843.55
telco_2343,2343,Month-to-month,106.4,30,0,Fiber optic,3211.9
telco_2344,2344,Month-to-month,46.1,3,0,DSL,130.15
telco_2345,2345,Two year,39.7,14,0,DSL,692.35
telco_2346,2346,Month-to-month,20.05,4,0,No,85.5
telco_2347,2347,Two year,95.75,71,0,Fiber optic,6849.4
telco_2348,2348,One year,24.4,8,0,No,203.95
telco_2349,2349,Month-to-month,33.6,61,0,DSL,2117.2
telco_2350,2350,Two year,90.45,72,0,Fiber optic,6565.85
telco_2351,2351,Month-to-month,84.0,5,0,Fiber optic,424.75
telco_2352,2352,Two year,67.4,49,0,DSL,3306.85
telco_2353,2353,Month-to-month,19.7,8,0,No,168.9
telco_2354,2354,Month-to-month,80.35,3,0,Fiber optic,253.8
telco_2355,2355,Two year,19.6,9,0,No,197.4
telco_2356,2356,Two year,54.2,67,0,DSL,3838.2
telco_2357,2357,Month-to-month,45.2,46,0,DSL,2065.15
telco_2358,2358,One year,75.1,67,0,DSL,5064.45
telco_2359,2359,One year,19.7,55,0,No,1140.05
telco_2360,2360,Month-to-month,72.75,33,0,DSL,2447.45
telco_2361,2361,Two year,20.05,62,0,No,1263.9
telco_2362,2362,Month-to-month,45.95,1,1,DSL,45.95
telco_2363,2363,Month-to-month,39.2,49,0,DSL,1838.15
telco_2364,2364,Month-to-month,44.75,1,0,DSL,44.75
telco_2365,2365,Month-to-month,82.65,14,0,Fiber optic,1185.0
telco_2366,2366,Month-to-month,93.9,18,0,Fiber optic,1743.9
telco_2367,2367,Month-to-month,70.15,1,1,Fiber optic,70.15
telco_2368,2368,Month-to-month,85.55,1,1,Fiber optic,85.55
telco_2369,2369,Two year,117.15,72,0,Fiber optic,8529.5
telco_2370,2370,Two year,99.25,64,0,Fiber optic,6549.45
telco_2371,2371,Two year,112.55,69,0,Fiber optic,7806.5
telco_2372,2372,Month-to-month,25.7,1,0,No,25.7
telco_2373,2373,Two year,90.3,71,0,DSL,6287.3
telco_2374,2374,One year,49.4,66,0,DSL,3251.85
telco_2375,2375,Month-to-month,19.4,2,0,No,50.6
telco_2376,2376,Two year,109.7,71,0,Fiber optic,7904.25
telco_2377,2377,One year,61.25,11,0,DSL,729.95
telco_2378,2378,Month-to-month,55.3,47,0,DSL,2654.05
telco_2379,2379,Month-to-month,70.3,35,1,Fiber optic,2416.55
telco_2380,2380,Month-to-month,106.35,32,1,Fiber optic,3520.75
telco_2381,2381,Month-to-month,103.75,60,0,Fiber optic,5969.95
telco_2382,2382,One year,19.5,11,0,No,226.8
